Date,Time,Matchweek,League,Home_Team,Away_Team,Predicted_Result,Prob_Home_Win,Prob_Draw,Prob_Away_Win
2026-03-20,19:30,27,Bundesliga,RB Leipzig,Hoffenheim,Away Win,0.31938714,0.24846861,0.43214425
2026-03-21,14:30,27,Bundesliga,Heidenheim,Leverkusen,Away Win,0.24250048,0.23588146,0.52161807
2026-03-21,14:30,27,Bundesliga,Wolfsburg,Werder Bremen,Home Win,0.382777,0.2516768,0.3655462
2026-03-21,14:30,27,Bundesliga,FC Koln,M'gladbach,Away Win,0.37158135,0.25185597,0.3765627
2026-03-21,14:30,27,Bundesliga,Bayern Munich,Union Berlin,Home Win,0.75041926,0.16300687,0.086573884
2026-03-21,17:30,27,Bundesliga,Dortmund,Hamburg,Home Win,0.69680333,0.18597077,0.11722587
2026-03-22,14:30,27,Bundesliga,Mainz,Ein Frankfurt,Home Win,0.45228493,0.24870034,0.29901478
2026-03-22,16:30,27,Bundesliga,St Pauli,Freiburg,Away Win,0.28138447,0.2438725,0.47474304
2026-03-22,18:30,27,Bundesliga,Augsburg,Stuttgart,Away Win,0.23948063,0.2348251,0.52569425
2026-04-04,00:00,28,Bundesliga,Freiburg,Bayern Munich,Away Win,0.24113525,0.23519322,0.5236715
2026-04-04,00:00,28,Bundesliga,Stuttgart,Dortmund,Away Win,0.30514398,0.24736394,0.44749203
2026-04-04,00:00,28,Bundesliga,Hoffenheim,Mainz,Home Win,0.62673414,0.21138366,0.16188219
2026-04-04,00:00,28,Bundesliga,Werder Bremen,RB Leipzig,Away Win,0.24989127,0.23742619,0.51268256
2026-04-04,00:00,28,Bundesliga,Leverkusen,Wolfsburg,Home Win,0.64546925,0.20508099,0.14944977
2026-04-04,00:00,28,Bundesliga,Hamburg,Augsburg,Home Win,0.42534816,0.25067723,0.32397455
2026-04-04,00:00,28,Bundesliga,Union Berlin,St Pauli,Home Win,0.4827001,0.24550438,0.27179554
2026-04-04,00:00,28,Bundesliga,M'gladbach,Heidenheim,Home Win,0.5100638,0.24139883,0.24853738
2026-04-04,00:00,28,Bundesliga,Ein Frankfurt,FC Koln,Home Win,0.48236173,0.2454926,0.27214566
2026-04-11,00:00,29,Bundesliga,St Pauli,Bayern Munich,Away Win,0.22810641,0.23169863,0.5401949
2026-04-11,00:00,29,Bundesliga,Dortmund,Leverkusen,Home Win,0.59825695,0.22027926,0.18146382
2026-04-11,00:00,29,Bundesliga,Wolfsburg,Ein Frankfurt,Away Win,0.3453857,0.25063866,0.4039757
2026-04-11,00:00,29,Bundesliga,Mainz,Freiburg,Away Win,0.33574867,0.2497903,0.41446108
2026-04-11,00:00,29,Bundesliga,FC Koln,Werder Bremen,Home Win,0.40176156,0.25165936,0.34657905
2026-04-11,00:00,29,Bundesliga,RB Leipzig,M'gladbach,Home Win,0.58466035,0.2242331,0.19110657
2026-04-11,00:00,29,Bundesliga,Heidenheim,Union Berlin,Away Win,0.34346998,0.2506748,0.40585512
2026-04-11,00:00,29,Bundesliga,Augsburg,Hoffenheim,Away Win,0.22812131,0.23179513,0.5400836
2026-04-11,00:00,29,Bundesliga,Stuttgart,Hamburg,Home Win,0.6025696,0.21898074,0.1784497
2026-04-18,00:00,30,Bundesliga,Freiburg,Heidenheim,Home Win,0.61403644,0.21545045,0.1705131
2026-04-18,00:00,30,Bundesliga,St Pauli,FC Koln,Away Win,0.34941843,0.250969,0.39961264
2026-04-18,00:00,30,Bundesliga,Werder Bremen,Hamburg,Away Win,0.3237214,0.24900971,0.4272689
2026-04-18,00:00,30,Bundesliga,Leverkusen,Augsburg,Home Win,0.60625124,0.21786146,0.17588729
2026-04-18,00:00,30,Bundesliga,Hoffenheim,Dortmund,Away Win,0.3283503,0.24974589,0.4219038
2026-04-18,00:00,30,Bundesliga,M'gladbach,Mainz,Away Win,0.33765322,0.25049207,0.41185477
2026-04-18,00:00,30,Bundesliga,Ein Frankfurt,RB Leipzig,Away Win,0.27978605,0.24339685,0.47681707
2026-04-18,00:00,30,Bundesliga,Bayern Munich,Stuttgart,Home Win,0.6392015,0.20723589,0.15356259
2026-04-18,00:00,30,Bundesliga,Union Berlin,Wolfsburg,Home Win,0.465453,0.24742958,0.28711745
2026-04-25,00:00,31,Bundesliga,Mainz,Bayern Munich,Away Win,0.23068321,0.23244968,0.5368671
2026-04-25,00:00,31,Bundesliga,FC Koln,Leverkusen,Away Win,0.24562968,0.23665583,0.51771456
2026-04-25,00:00,31,Bundesliga,Augsburg,Ein Frankfurt,Home Win,0.38556296,0.2518436,0.3625935
2026-04-25,00:00,31,Bundesliga,Dortmund,Freiburg,Home Win,0.6519196,0.20283273,0.14524764
2026-04-25,00:00,31,Bundesliga,Stuttgart,Werder Bremen,Home Win,0.64877003,0.20393424,0.14729576
2026-04-25,00:00,31,Bundesliga,Wolfsburg,M'gladbach,Away Win,0.3625237,0.25147015,0.38600618
2026-04-25,00:00,31,Bundesliga,RB Leipzig,Union Berlin,Home Win,0.58104473,0.22525416,0.1937011
2026-04-25,00:00,31,Bundesliga,Heidenheim,St Pauli,Away Win,0.34690425,0.25097567,0.4021201
2026-04-25,00:00,31,Bundesliga,Hamburg,Hoffenheim,Away Win,0.2294835,0.23224431,0.53827214
2026-05-02,00:00,32,Bundesliga,M'gladbach,Dortmund,Away Win,0.24149883,0.23556903,0.5229321
2026-05-02,00:00,32,Bundesliga,St Pauli,Mainz,Away Win,0.30542308,0.2472645,0.4473124
2026-05-02,00:00,32,Bundesliga,Leverkusen,RB Leipzig,Home Win,0.46458256,0.24695997,0.28845748
2026-05-02,00:00,32,Bundesliga,Hoffenheim,Stuttgart,Home Win,0.51706856,0.24027559,0.24265592
2026-05-02,00:00,32,Bundesliga,Freiburg,Wolfsburg,Home Win,0.58307254,0.22468574,0.19224176
2026-05-02,00:00,32,Bundesliga,Werder Bremen,Augsburg,Away Win,0.34843928,0.25082308,0.40073767
2026-05-02,00:00,32,Bundesliga,Bayern Munich,Heidenheim,Home Win,0.78959006,0.14415547,0.066254474
2026-05-02,00:00,32,Bundesliga,Union Berlin,FC Koln,Home Win,0.45169637,0.24885172,0.29945192
2026-05-02,00:00,32,Bundesliga,Ein Frankfurt,Hamburg,Home Win,0.4343511,0.25002122,0.31562775
2026-05-09,00:00,33,Bundesliga,Wolfsburg,Bayern Munich,Away Win,0.21881913,0.22850971,0.5526712
2026-05-09,00:00,33,Bundesliga,Stuttgart,Leverkusen,Home Win,0.4570851,0.24814057,0.29477435
2026-05-09,00:00,33,Bundesliga,Dortmund,Ein Frankfurt,Home Win,0.6945309,0.1868744,0.118594676
2026-05-09,00:00,33,Bundesliga,Hamburg,Freiburg,Away Win,0.3038998,0.24694274,0.4491575
2026-05-09,00:00,33,Bundesliga,Hoffenheim,Werder Bremen,Home Win,0.68006074,0.19250506,0.12743422
2026-05-09,00:00,33,Bundesliga,Augsburg,M'gladbach,Home Win,0.4190646,0.25108743,0.32984793
2026-05-09,00:00,33,Bundesliga,Mainz,Union Berlin,Home Win,0.48934263,0.24460858,0.26604882
2026-05-09,00:00,33,Bundesliga,RB Leipzig,St Pauli,Home Win,0.62472653,0.21203566,0.16323785
2026-05-09,00:00,33,Bundesliga,FC Koln,Heidenheim,Home Win,0.459838,0.24787739,0.29228464
2026-05-16,13:30,34,Bundesliga,Werder Bremen,Dortmund,Away Win,0.24214524,0.23568939,0.5221653
2026-05-16,13:30,34,Bundesliga,Heidenheim,Mainz,Away Win,0.29348916,0.24563636,0.4608745
2026-05-16,13:30,34,Bundesliga,Freiburg,RB Leipzig,Away Win,0.3604004,0.2509754,0.38862413
2026-05-16,13:30,34,Bundesliga,Ein Frankfurt,Stuttgart,Away Win,0.24568906,0.23665501,0.5176559
2026-05-16,13:30,34,Bundesliga,St Pauli,Wolfsburg,Away Win,0.36423004,0.2513929,0.38437703
2026-05-16,13:30,34,Bundesliga,Union Berlin,Augsburg,Home Win,0.42569682,0.25063694,0.32366624
2026-05-16,13:30,34,Bundesliga,M'gladbach,Hoffenheim,Away Win,0.24104595,0.23564032,0.5233137
2026-05-16,13:30,34,Bundesliga,Bayern Munich,FC Koln,Home Win,0.7647302,0.15633102,0.07893872
2026-05-16,13:30,34,Bundesliga,Leverkusen,Hamburg,Home Win,0.5927506,0.22190024,0.18534915
